ShapeSize,#input,#output,#op,RealNdpxCost
1024,1,1,1,340
3072,1,1,1,433
6144,1,1,1,571
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,862
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8591
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
184320,1,1,1,8592
110592,1,1,1,5278
110592,1,1,1,5279
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,619
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
819200,7,3,14,131747
49152,19,12,53,31016
110592,19,12,53,70712
73728,7,3,14,11813
110592,15,9,40,52987
165888,15,9,40,79847
110592,11,6,27,35340
184320,7,3,14,29551
307200,15,9,40,148414
276480,15,9,40,133518
307200,11,6,27,98956
614400,7,3,14,98594
3072,7,3,14,799
27648,7,3,14,4301
6144,7,3,14,1137
6912,11,6,27,2172
41472,11,6,27,13102
9216,7,3,14,1551
9216,7,3,14,1551
12288,15,9,40,5561
55296,15,9,40,26117
12288,11,6,27,3705
24576,7,3,14,3823
49152,15,9,40,23334
1728,7,3,14,675
9216,7,3,14,1551
1024,7,3,14,616
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,117488
32,2,1,1,342
564480,2,1,1,25677
564480,2,1,1,25677
1354752,2,1,1,61246
1354752,2,1,1,71972
903168,2,1,1,40897
903168,2,1,1,47360
903168,2,1,1,40898
1806336,2,1,1,81684
1806336,2,1,1,96044
7225344,2,1,1,356932
96,2,1,3,367
96,3,1,8,429
72576,2,1,4,8968
72576,7,4,10,21538
2580480,10,3,15,417121
2016,10,3,16,742
32,29,8,42,930
28901376,14,1,37,4306216
28901376,7,2,23,8043663
28901376,14,1,37,3698174
28901376,7,2,23,7977249
14450688,12,1,21,1634843
14450688,5,2,7,3704101
768,84,23,122,2667
128,85,22,129,2767
384,64,19,94,2130
64,38,11,54,1358
384,85,22,129,3071
64,85,22,129,2744
288,85,22,129,3284
64,55,16,82,1827
21676032,14,1,37,3236513
21676032,7,2,23,6072833
7225344,12,1,21,921421
7225344,5,2,7,1877169
32514048,14,1,37,4569122
32514048,7,2,23,9298564
32514048,14,1,37,4976341
32514048,7,2,23,9114924
7225344,12,1,21,850504
7225344,5,2,7,1871470
8128512,14,1,37,1343595
8128512,7,2,23,2425781
1806336,12,1,21,247394
1806336,5,2,7,462778
10838016,14,1,37,1583300
10838016,7,2,23,3116795
10838016,14,1,37,1592990
10838016,7,2,23,3093346
1806336,12,1,21,260503
1806336,5,2,7,465234
10838016,14,1,37,1709896
10838016,7,2,23,2982997
10838016,14,1,37,1520242
10838016,7,2,23,3094790
1806336,12,1,21,200816
1806336,5,2,7,459476
2709504,14,1,37,395034
2709504,7,2,23,747482
903168,12,1,21,125052
903168,5,2,7,234577
5419008,14,1,37,691868
5419008,7,2,23,1492197
5419008,14,1,37,758157
5419008,7,2,23,1534625
903168,12,1,21,120831
903168,5,2,7,230069
5419008,14,1,37,780004
5419008,7,2,23,1516013
5419008,14,1,37,770632
5419008,7,2,23,1538936
903168,12,1,21,191819
903168,5,2,7,245970
5419008,14,1,37,747210
5419008,7,2,23,1526218
5419008,14,1,37,725844
5419008,7,2,23,1499266
903168,12,1,21,116513
903168,5,2,7,228799
640,29,8,42,1033
1920,64,19,94,2731
1920,85,22,129,3255
320,81,24,122,2765
1152,64,19,94,2375
192,38,11,54,1151
1152,85,22,129,3700
192,85,22,129,2955
768,29,8,42,1096
768,85,22,129,3040
5419008,14,1,37,761513
5419008,7,2,23,1536372
5419008,14,1,37,707797
5419008,7,2,23,1507919
1354752,12,1,21,170057
1354752,5,2,7,344045
8128512,14,1,37,1349064
8128512,7,2,23,2457537
8128512,14,1,37,1682239
8128512,7,2,23,2844492
1354752,12,1,21,241840
1354752,5,2,7,351938
8128512,14,1,37,1417877
8128512,7,2,23,2562474
8128512,14,1,37,1511757
8128512,7,2,23,2399030
1354752,12,1,21,216189
1354752,5,2,7,347560
2032128,14,1,37,265156
2032128,7,2,23,566436
564480,12,1,21,55844
564480,5,2,7,142243
3386880,14,1,37,493265
3386880,7,2,23,938464
3386880,14,1,37,504178
3386880,7,2,23,973490
564480,12,1,21,84370
564480,5,2,7,143349
3386880,14,1,37,517960
3386880,7,2,23,966336
3386880,14,1,37,451616
3386880,7,2,23,941856
564480,12,1,21,77082
564480,5,2,7,142123
3386880,14,1,37,460529
3386880,7,2,23,935966
3386880,14,1,37,488063
3386880,7,2,23,925295
1128960,12,1,21,133406
1128960,5,2,7,284617
2560,29,8,42,1577
72576,3,1,4,9457
4515840,4,2,4,1105290
1128960,7,1,12,69636
1128960,4,2,4,276706
3386880,4,2,4,828441
17280,1,1,1,1089
3386880,4,2,4,829884
564480,8,1,13,41561
564480,4,2,4,138314
3386880,4,2,4,828476
17280,1,1,1,1089
3386880,4,2,4,829570
564480,8,1,13,37890
564480,4,2,4,139928
3386880,4,2,4,861993
17280,1,1,1,1089
3386880,4,2,4,828780
564480,7,1,12,32197
564480,4,2,4,138490
2032128,4,2,4,497019
10368,1,1,1,780
8128512,4,2,4,1990985
1354752,8,1,13,94779
1354752,4,2,4,345440
8128512,4,2,4,1992361
10368,1,1,1,780
8128512,4,2,4,1989863
1354752,8,1,13,88301
1354752,4,2,4,332582
8128512,4,2,4,1989159
10368,1,1,1,780
8128512,4,2,4,1989560
1354752,7,1,12,81953
1354752,4,2,4,331498
5419008,4,2,4,1327239
6912,1,1,1,621
5419008,4,2,4,1337322
903168,8,1,13,58876
903168,4,2,4,223241
5419008,4,2,4,1327732
6912,1,1,1,621
5419008,4,2,4,1326242
903168,8,1,13,71990
903168,4,2,4,230103
5419008,4,2,4,1364168
6912,1,1,1,621
5419008,4,2,4,1347963
903168,8,1,13,59504
903168,4,2,4,227216
5419008,4,2,4,1326706
6912,1,1,1,621
5419008,4,2,4,1326731
903168,7,1,12,53681
903168,4,2,4,221005
2709504,4,2,4,664395
3456,1,1,1,468
10838016,4,2,4,2654940
1806336,8,1,13,125485
1806336,4,2,4,442392
10838016,4,2,4,2652753
3456,1,1,1,468
10838016,4,2,4,2654530
1806336,8,1,13,116658
1806336,4,2,4,442157
10838016,4,2,4,2653119
3456,1,1,1,468
10838016,4,2,4,2697734
1806336,7,1,12,134753
1806336,4,2,4,458839
8128512,4,2,4,1993051
2592,1,1,1,428
32514048,4,2,4,7949659
7225344,8,1,13,478955
7225344,4,2,4,1839012
32514048,4,2,4,7957504
2592,1,1,1,428
32514048,4,2,4,7963580
7225344,7,1,12,434971
7225344,4,2,4,1767183
21676032,4,2,4,5302842
1728,1,1,1,392
86704128,4,2,4,22084057
14450688,7,1,12,835226
14450688,4,2,4,3539343
28901376,4,2,4,7208443
576,1,1,1,340
28901376,4,2,4,7070196
1024,1,1,1,340
3072,1,1,1,449
6144,1,1,1,587
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8592
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14110
184320,1,1,1,8592
110592,1,1,1,5278
110592,1,1,1,5279
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,724
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
72576,3,1,3,9396
819200,10,3,15,132279
49152,37,12,54,30975
110592,37,12,54,70799
73728,10,3,15,11768
110592,28,9,41,53401
165888,28,9,41,79967
110592,19,6,28,36265
184320,10,3,15,29700
307200,28,9,41,148515
276480,28,9,41,133498
307200,19,6,28,98898
614400,10,3,15,99374
3072,10,3,15,794
27648,10,3,15,4370
6144,10,3,15,1182
6912,19,6,28,2172
41472,19,6,28,13044
9216,10,3,15,1551
9216,10,3,15,1568
12288,28,9,41,5565
55296,28,9,41,26205
12288,19,6,28,3705
24576,10,3,15,3843
49152,28,9,41,23294
1728,10,3,15,668
9216,10,3,15,1551
1024,10,3,15,635
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,116286
32,2,1,1,342
564480,2,1,1,25677
564480,2,1,1,25677
1354752,2,1,1,61188
1354752,2,1,1,71700
903168,2,1,1,40902
903168,2,1,1,47345
903168,2,1,1,40898
1806336,2,1,1,88272
1806336,2,1,1,96633
7225344,2,1,1,373144
96,2,1,3,367
96,3,1,8,430
72576,2,1,4,8971
72576,5,4,9,21359
2580480,7,3,14,416827
2016,7,3,15,723
32,9,8,38,748
28901376,8,1,36,3311367
28901376,5,2,23,7660751
28901376,8,1,36,2914118
28901376,5,2,23,7661984
14450688,6,1,20,1070420
14450688,4,2,7,3617705
768,39,23,120,2181
128,22,22,124,1989
384,27,19,90,1637
64,12,11,50,1039
384,32,22,126,2262
64,24,22,122,1951
288,35,22,125,2392
64,14,16,75,1242
21676032,8,1,36,2519407
21676032,5,2,23,5826771
7225344,6,1,20,638135
7225344,4,2,7,1826866
32514048,8,1,36,3679417
32514048,5,2,23,8864454
32514048,8,1,36,3715348
32514048,5,2,23,8703826
7225344,7,1,21,656648
7225344,4,2,7,1822211
8128512,9,1,37,1105369
8128512,5,2,23,2283212
1806336,7,1,20,179017
1806336,4,2,7,452323
10838016,8,1,36,1247926
10838016,5,2,23,2980693
10838016,9,1,37,1292774
10838016,5,2,23,2949814
1806336,5,1,20,139820
1806336,3,2,7,438976
10838016,9,1,37,1331079
10838016,5,2,23,2855415
10838016,8,1,37,1233589
10838016,5,2,23,2946787
1806336,7,1,20,148709
1806336,4,2,7,446463
2709504,8,1,37,291596
2709504,5,2,23,713445
903168,7,1,20,89060
903168,4,2,7,228264
5419008,9,1,37,582336
5419008,5,2,23,1430928
5419008,9,1,37,653051
5419008,5,2,23,1465769
903168,7,1,21,83116
903168,3,2,7,218629
5419008,9,1,37,615503
5419008,5,2,23,1440913
5419008,9,1,37,665810
5419008,5,2,23,1473422
903168,6,1,20,115570
903168,4,2,7,239910
5419008,9,1,37,614840
5419008,5,2,23,1455472
5419008,9,1,37,611313
5419008,5,2,23,1430303
903168,6,1,20,70087
903168,4,2,7,223305
640,15,8,40,856
1920,31,19,91,2137
1920,40,22,128,2530
320,32,24,117,2055
1152,31,19,91,1912
192,13,11,50,944
1152,40,22,128,2522
192,32,22,124,2081
768,15,8,40,992
768,40,22,128,2248
5419008,9,1,37,656009
5419008,5,2,23,1465374
5419008,9,1,37,596638
5419008,5,2,23,1445648
1354752,7,1,20,123386
1354752,4,2,7,335361
8128512,9,1,37,1085069
8128512,5,2,23,2315752
8128512,9,1,37,1417924
8128512,5,2,23,2660029
1354752,6,1,20,144155
1354752,4,2,7,342994
8128512,9,1,37,1182060
8128512,5,2,23,2408773
8128512,9,1,37,1093698
8128512,5,2,23,2287380
1354752,8,1,21,159464
1354752,4,2,7,338874
2032128,9,1,37,213861
2032128,5,2,23,540051
564480,7,1,21,40031
564480,4,2,7,138597
3386880,9,1,37,407447
3386880,5,2,23,901737
3386880,9,1,37,414316
3386880,5,2,23,923843
564480,7,1,20,55142
564480,4,2,7,139335
3386880,9,1,37,417519
3386880,5,2,23,922947
3386880,9,1,37,371719
3386880,5,2,23,900346
564480,7,1,21,53298
564480,4,2,7,138593
3386880,9,1,37,389909
3386880,5,2,23,894267
3386880,9,1,37,367282
3386880,5,2,23,885880
1128960,8,1,21,95153
1128960,4,2,7,277168
2560,15,8,40,1375
72576,3,1,4,9448
4515840,2,2,4,1082361
1128960,6,1,12,65548
1128960,2,2,4,270685
3386880,2,2,4,811771
17280,1,1,1,1089
3386880,2,2,4,812002
564480,7,1,13,37340
564480,2,2,4,135366
3386880,2,2,4,811816
17280,1,1,1,1089
3386880,2,2,4,811780
564480,5,1,12,32307
564480,2,2,4,135451
3386880,2,2,4,820051
17280,1,1,1,1089
3386880,2,2,4,811902
564480,5,1,12,30585
564480,2,2,4,135392
2032128,2,2,4,487229
10368,1,1,1,780
8128512,2,2,4,1948562
1354752,7,1,13,88191
1354752,2,2,4,327559
8128512,2,2,4,1948698
10368,1,1,1,780
8128512,2,2,4,1948536
1354752,5,1,12,76861
1354752,2,2,4,324677
8128512,2,2,4,1948467
10368,1,1,1,780
8128512,2,2,4,1948617
1354752,5,1,11,76342
1354752,2,2,4,324681
5419008,2,2,4,1299032
6912,1,1,1,621
5419008,2,2,4,1300608
903168,5,1,12,50876
903168,2,2,4,216752
5419008,2,2,4,1299084
6912,1,1,1,620
5419008,2,2,4,1298835
903168,5,1,12,55395
903168,2,2,4,218632
5419008,2,2,4,1304821
6912,1,1,1,621
5419008,2,2,4,1302846
903168,6,1,13,52873
903168,2,2,4,217221
5419008,2,2,4,1299146
6912,1,1,1,621
5419008,2,2,4,1299115
903168,4,1,11,49330
903168,2,2,4,216700
2709504,2,2,4,649651
3456,1,1,1,468
10838016,2,2,4,2598339
1806336,5,1,12,103808
1806336,2,2,4,433107
10838016,2,2,4,2598034
3456,1,1,1,468
10838016,2,2,4,2598267
1806336,5,1,12,101284
1806336,2,2,4,433089
10838016,2,2,4,2598050
3456,1,1,1,468
10838016,2,2,4,2605683
1806336,5,1,11,108961
1806336,2,2,4,436337
8128512,2,2,4,1948387
2592,1,1,1,428
32514048,2,2,4,7793660
7225344,6,1,13,423926
7225344,2,2,4,1747442
32514048,2,2,4,7793505
2592,1,1,1,428
32514048,2,2,4,7794123
7225344,4,1,11,401064
7225344,2,2,4,1732131
21676032,2,2,4,5196052
1728,1,1,1,391
86704128,2,2,4,20979969
14450688,4,1,11,787509
14450688,2,2,4,3463912
28901376,2,2,4,6949915
576,1,1,1,340
28901376,2,2,4,6927875
1024,1,1,1,340
3072,1,1,1,449
6144,1,1,1,587
6912,1,1,1,619
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5279
110592,1,1,1,5279
110592,1,1,1,5278
184320,1,1,1,8592
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37114
819200,1,1,1,37113
614400,1,1,1,27911
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14111
184320,1,1,1,8592
110592,1,1,1,5279
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,619
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
72576,3,1,3,9400
819200,7,3,14,132183
49152,19,12,53,30973
110592,19,12,53,70710
73728,7,3,14,11661
110592,15,9,40,52994
165888,15,9,40,79967
110592,11,6,27,35413
184320,7,3,14,29337
307200,15,9,40,148367
276480,15,9,40,133624
307200,11,6,27,98791
614400,7,3,14,99059
3072,7,3,14,773
27648,7,3,14,4306
6144,7,3,14,1144
6912,11,6,27,2172
41472,11,6,27,13089
9216,7,3,14,1551
9216,7,3,14,1551
12288,15,9,40,5489
55296,15,9,40,26274
12288,11,6,27,3626
24576,7,3,14,3795
49152,15,9,40,23415
1728,7,3,14,646
9216,7,3,14,1551
1024,7,3,14,608
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,118045
96,2,1,1,364
32,2,1,1,340
627200,2,1,1,28499
627200,2,1,1,28496
1505280,2,1,1,67979
1505280,2,1,1,80559
1003520,2,1,1,45411
1003520,2,1,1,53393
1003520,2,1,1,45428
2007040,2,1,1,90506
2007040,2,1,1,107814
8028160,2,1,1,432444
96,2,1,3,347
96,3,1,8,485
80640,2,1,4,9885
80640,6,4,8,23814
2580480,10,3,15,417423
2016,10,3,16,723
32,29,8,42,1061
32112640,14,1,37,5446303
32112640,7,2,23,9196710
32112640,14,1,37,4401229
32112640,7,2,23,9116177
16056320,12,1,21,1757478
16056320,5,2,7,4066020
768,84,23,122,2721
128,85,22,129,2812
384,64,19,94,2175
64,38,11,54,1433
384,85,22,129,2536
64,85,22,129,2720
288,85,22,129,3480
64,55,16,82,2099
24084480,14,1,37,3292682
24084480,7,2,23,6723543
8028160,12,1,21,940642
8028160,5,2,7,2047178
36126720,14,1,37,5385894
36126720,7,2,23,10355682
36126720,14,1,37,6352725
36126720,7,2,23,10191411
8028160,12,1,21,1353359
8028160,5,2,7,2055251
9031680,14,1,37,1541832
9031680,7,2,23,2521005
2007040,12,1,21,284686
2007040,5,2,7,509229
12042240,14,1,37,1757078
12042240,7,2,23,3402292
12042240,14,1,37,1839207
12042240,7,2,23,3495289
2007040,12,1,21,295191
2007040,5,2,7,516474
12042240,14,1,37,2419559
12042240,7,2,23,3442584
12042240,14,1,37,2025481
12042240,7,2,23,3371973
2007040,12,1,21,258717
2007040,5,2,7,509569
3010560,14,1,37,365190
3010560,7,2,23,815579
1003520,12,1,21,125228
1003520,5,2,7,260146
6021120,14,1,37,838990
6021120,7,2,23,1689685
6021120,14,1,37,943282
6021120,7,2,23,1784749
1003520,12,1,21,138697
1003520,5,2,7,256854
6021120,14,1,37,883409
6021120,7,2,23,1758637
6021120,14,1,37,859518
6021120,7,2,23,1668291
1003520,12,1,21,139705
1003520,5,2,7,260708
6021120,14,1,37,860264
6021120,7,2,23,1680346
6021120,14,1,37,1004376
6021120,7,2,23,1737339
1003520,12,1,21,130981
1003520,5,2,7,252516
640,29,8,42,926
1920,64,19,94,2493
1920,85,22,129,3111
320,81,24,122,2531
1152,64,19,94,2462
192,38,11,54,1571
1152,85,22,129,3302
192,85,22,129,2741
768,29,8,42,1140
768,85,22,129,3024
6021120,14,1,37,874216
6021120,7,2,23,1764832
6021120,14,1,37,838246
6021120,7,2,23,1672076
1505280,12,1,21,251003
1505280,5,2,7,383773
9031680,14,1,37,1440367
9031680,7,2,23,2519588
9031680,14,1,37,1410760
9031680,7,2,23,2704271
1505280,12,1,21,203621
1505280,5,2,7,391165
9031680,14,1,37,1285874
9031680,7,2,23,2491107
9031680,14,1,37,1450196
9031680,7,2,23,2471118
1505280,12,1,21,205477
1505280,5,2,7,385538
2257920,14,1,37,330826
2257920,7,2,23,630054
627200,12,1,21,79851
627200,5,2,7,158088
3763200,14,1,37,571314
3763200,7,2,23,1059826
3763200,14,1,37,528469
3763200,7,2,23,1023983
627200,12,1,21,107164
627200,5,2,7,158776
3763200,14,1,37,598577
3763200,7,2,23,1058529
3763200,14,1,37,536063
3763200,7,2,23,1058118
627200,12,1,21,84251
627200,5,2,7,163374
3763200,14,1,37,564277
3763200,7,2,23,1056012
3763200,14,1,37,511230
3763200,7,2,23,1056555
1254400,12,1,21,158630
1254400,5,2,7,322718
2560,29,8,42,1487
80640,2,1,2,9963
80640,1,1,1,3933
102400,1,1,2,4916
5017600,4,2,4,1226743
1254400,7,1,12,77251
1254400,4,2,4,306952
3763200,4,2,4,921148
17280,1,1,1,1089
3763200,4,2,4,922692
627200,8,1,13,42499
627200,4,2,4,153439
3763200,4,2,4,952755
17280,1,1,1,1089
3763200,4,2,4,944941
627200,8,1,13,42920
627200,4,2,4,153724
3763200,4,2,4,921287
17280,1,1,1,1089
3763200,4,2,4,921640
627200,7,1,12,38152
627200,4,2,4,153459
2257920,4,2,4,553102
10368,1,1,1,780
9031680,4,2,4,2277324
1505280,8,1,13,100382
1505280,4,2,4,383525
9031680,4,2,4,2226706
10368,1,1,1,780
9031680,4,2,4,2211167
1505280,8,1,13,89490
1505280,4,2,4,368335
9031680,4,2,4,2213668
10368,1,1,1,780
9031680,4,2,4,2299366
1505280,7,1,12,92424
1505280,4,2,4,380401
6021120,4,2,4,1473536
6912,1,1,1,621
6021120,4,2,4,1526037
1003520,8,1,13,67712
1003520,4,2,4,245321
6021120,4,2,4,1501435
6912,1,1,1,621
6021120,4,2,4,1475606
1003520,8,1,13,69237
1003520,4,2,4,245946
6021120,4,2,4,1473300
6912,1,1,1,621
6021120,4,2,4,1472264
1003520,8,1,13,76630
1003520,4,2,4,249927
6021120,4,2,4,1471481
6912,1,1,1,621
6021120,4,2,4,1472812
1003520,7,1,12,60139
1003520,4,2,4,245790
3010560,4,2,4,738271
3456,1,1,1,471
12042240,4,2,4,2946012
2007040,8,1,13,142117
2007040,4,2,4,492334
12042240,4,2,4,2948308
3456,1,1,1,468
12042240,4,2,4,3023611
2007040,8,1,13,136168
2007040,4,2,4,491884
12042240,4,2,4,2950699
3456,1,1,1,468
12042240,4,2,4,2947616
2007040,7,1,12,124690
2007040,4,2,4,498996
9031680,4,2,4,2291200
2592,1,1,1,428
36126720,4,2,4,8855525
8028160,8,1,13,711166
8028160,4,2,4,1967365
36126720,4,2,4,8851281
2592,1,1,1,428
36126720,4,2,4,8832866
8028160,7,1,12,508001
8028160,4,2,4,1966831
24084480,4,2,4,5898101
1728,1,1,1,391
96337920,4,2,4,23573850
16056320,7,1,12,936018
16056320,4,2,4,3968675
32112640,4,2,4,7861798
576,1,1,1,340
32112640,4,2,4,7860494
1024,1,1,1,340
3072,1,1,1,449
6144,1,1,1,587
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8591
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37112
614400,1,1,1,27910
307200,1,1,1,14110
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
184320,1,1,1,8591
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
819200,10,3,15,132421
49152,37,12,54,31080
110592,37,12,54,70817
73728,10,3,15,11678
110592,28,9,41,54584
165888,28,9,41,79904
110592,19,6,28,36296
184320,10,3,15,29679
307200,28,9,41,148860
276480,28,9,41,133728
307200,19,6,28,99712
614400,10,3,15,99462
3072,10,3,15,809
27648,10,3,15,4377
6144,10,3,15,1144
6912,19,6,28,2205
41472,19,6,28,13103
9216,10,3,15,1551
9216,10,3,15,1596
12288,28,9,41,6168
55296,28,9,41,26246
12288,19,6,28,3753
24576,10,3,15,3828
49152,28,9,41,23323
1728,10,3,15,668
9216,10,3,15,1551
1024,10,3,15,594
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,116332
96,2,1,1,364
32,2,1,1,340
627200,2,1,1,28499
627200,2,1,1,28495
1505280,2,1,1,67974
1505280,2,1,1,80684
1003520,2,1,1,45421
1003520,2,1,1,53562
1003520,2,1,1,45413
2007040,2,1,1,90601
2007040,2,1,1,107340
8028160,2,1,1,432127
96,2,1,3,347
96,3,1,8,485
80640,2,1,4,9880
80640,4,4,8,23612
2580480,7,3,14,417127
2016,7,3,15,723
32,9,8,38,804
32112640,8,1,36,4120016
32112640,5,2,23,8813444
32112640,8,1,36,3590623
32112640,5,2,23,8703760
16056320,6,1,20,1180255
16056320,4,2,7,3965763
768,39,23,120,2129
128,23,22,124,1986
384,27,19,90,1713
64,12,11,50,1030
384,32,22,126,2062
64,23,22,122,1885
288,34,22,124,2355
64,14,16,75,1258
24084480,8,1,36,2692011
24084480,5,2,23,6422556
8028160,6,1,20,623910
8028160,4,2,7,1999499
36126720,8,1,36,4369320
36126720,5,2,23,9927327
36126720,8,1,36,4695231
36126720,5,2,23,9715555
8028160,7,1,21,882560
8028160,4,2,7,2009404
9031680,8,1,36,1153387
9031680,5,2,23,2426181
2007040,7,1,20,192329
2007040,4,2,7,496322
12042240,8,1,36,1400952
12042240,5,2,23,3249369
12042240,9,1,37,1538784
12042240,5,2,23,3338524
2007040,5,1,20,158436
2007040,3,2,7,488279
12042240,9,1,37,1941044
12042240,5,2,23,3263086
12042240,8,1,37,1537993
12042240,5,2,23,3221731
2007040,6,1,20,156499
2007040,4,2,7,496259
3010560,8,1,37,282829
3010560,5,2,23,780556
1003520,7,1,20,92976
1003520,4,2,7,252355
6021120,9,1,37,649736
6021120,5,2,23,1608428
6021120,9,1,37,783432
6021120,5,2,23,1677680
1003520,7,1,21,94545
1003520,4,2,7,250072
6021120,9,1,37,750987
6021120,5,2,23,1677382
6021120,9,1,37,710312
6021120,5,2,23,1595694
